Wall time,Step,Value
1753283106.708851,0,1.3126118183135986
1753283106.933631,1,-6.8668131828308105
1753283107.151166,2,-6.8668131828308105
1753283107.363226,3,-6.8668131828308105
1753283107.579932,4,-6.8668131828308105
1753283107.799882,5,-6.8668131828308105
1753283108.023211,6,-6.8668131828308105
1753283108.241049,7,-6.8668131828308105
1753283108.462085,8,-6.8668131828308105
1753283108.678065,9,-6.8668131828308105
1753283108.890563,10,-6.8668131828308105
1753283109.109698,11,-6.8668131828308105
1753283109.320514,12,-6.8668131828308105
1753283109.532478,13,-6.8668131828308105
1753283109.746261,14,-6.8668131828308105
1753283109.965475,15,-6.8668131828308105
1753283110.203959,16,-6.8668131828308105
1753283110.425637,17,-6.8668131828308105
1753283110.642454,18,-6.8668131828308105
1753283110.858174,19,-6.8668131828308105
1753283111.078485,20,-6.8668131828308105
1753283111.295092,21,-6.8668131828308105
1753283111.50932,22,-6.8668131828308105
1753283111.730876,23,-6.8668131828308105
1753283111.964887,24,-6.8668131828308105
1753283112.181361,25,-6.8668131828308105
1753283112.394428,26,-6.8668131828308105
1753283112.610973,27,-6.8668131828308105
1753283112.830486,28,-6.8668131828308105
1753283113.056232,29,-6.8668131828308105
1753283113.273334,30,-6.8668131828308105
1753283113.494767,31,-6.8668131828308105
1753283113.705553,32,-6.8668131828308105
1753283113.925106,33,-6.8668131828308105
1753283114.143796,34,-6.8668131828308105
1753283114.368501,35,-6.8668131828308105
1753283114.581684,36,-6.8668131828308105
1753283114.798582,37,-6.8668131828308105
1753283115.013398,38,-6.8668131828308105
1753283115.225598,39,-6.8668131828308105
1753283115.446112,40,-6.8668131828308105
1753283115.660756,41,-6.8668131828308105
1753283115.88492,42,-6.8668131828308105
1753283116.107093,43,-6.8668131828308105
1753283116.322811,44,-6.8668131828308105
1753283116.568153,45,-6.8668131828308105
1753283116.802543,46,-6.8668131828308105
1753283117.042563,47,-6.8668131828308105
1753283117.257561,48,-6.8668131828308105
1753283117.47071,49,-6.8668131828308105
1753283117.684689,50,-6.8668131828308105
1753283117.902812,51,-6.8668131828308105
1753283118.117974,52,-6.8668131828308105
1753283118.336079,53,-6.8668131828308105
1753283118.550439,54,-6.8668131828308105
1753283118.761916,55,-6.8668131828308105
1753283118.977558,56,-6.8668131828308105
1753283119.191328,57,-6.8668131828308105
1753283119.398162,58,-6.8668131828308105
1753283119.610628,59,-6.8668131828308105
1753283119.826097,60,-6.8668131828308105
1753283120.04428,61,-6.8668131828308105
1753283120.267251,62,-6.8668131828308105
1753283120.483203,63,-6.8668131828308105
1753283120.697117,64,-6.8668131828308105
1753283120.90836,65,-6.8668131828308105
1753283121.123746,66,-6.8668131828308105
1753283121.330194,67,-6.8668131828308105
1753283121.543315,68,-6.8668131828308105
1753283121.761808,69,-6.8668131828308105
1753283121.999258,70,-6.8668131828308105
1753283122.214118,71,-6.8668131828308105
1753283122.427567,72,-6.8668131828308105
1753283122.638273,73,-6.8668131828308105
1753283122.851196,74,-6.8668131828308105
1753283123.071557,75,-6.8668131828308105
1753283123.281452,76,-6.8668131828308105
1753283123.495455,77,-6.8668131828308105
1753283123.710433,78,-6.8668131828308105
1753283123.924572,79,-6.8668131828308105
1753283124.140014,80,-6.8668131828308105
1753283124.348842,81,-6.8668131828308105
1753283124.554799,82,-6.8668131828308105
1753283124.763117,83,-6.8668131828308105
1753283124.979825,84,-6.8668131828308105
1753283125.193075,85,-6.8668131828308105
1753283125.411219,86,-6.8668131828308105
1753283125.625166,87,-6.8668131828308105
1753283125.83932,88,-6.8668131828308105
1753283126.083914,89,-6.8668131828308105
1753283126.307174,90,-6.8668131828308105
1753283126.522617,91,-6.8668131828308105
1753283126.742913,92,-6.8668131828308105
1753283126.974479,93,-6.8668131828308105
1753283127.202865,94,-6.8668131828308105
1753283127.41836,95,-6.8668131828308105
1753283127.663374,96,-6.8668131828308105
1753283127.878778,97,-6.8668131828308105
1753283128.09341,98,-6.8668131828308105
1753283128.310676,99,-6.8668131828308105
1753283128.523626,100,-6.8668131828308105
1753283128.731902,101,-6.8668131828308105
1753283128.951272,102,-6.8668131828308105
1753283129.161393,103,-6.8668131828308105
1753283129.370379,104,-6.8668131828308105
1753283129.578958,105,-6.8668131828308105
1753283129.79061,106,-6.8668131828308105
1753283130.014571,107,-6.8668131828308105
1753283130.225182,108,-6.8668131828308105
1753283130.438302,109,-6.8668131828308105
1753283130.652289,110,-6.8668131828308105
1753283130.864473,111,-6.8668131828308105
1753283131.082683,112,-6.8668131828308105
1753283131.296731,113,-6.8668131828308105
1753283131.50672,114,-6.8668131828308105
1753283131.7238,115,-6.8668131828308105
1753283131.937602,116,-6.8668131828308105
1753283132.154733,117,-6.8668131828308105
1753283132.373109,118,-6.8668131828308105
1753283132.587924,119,-6.8668131828308105
1753283132.801417,120,-6.8668131828308105
1753283133.032247,121,-6.8668131828308105
1753283133.24095,122,-6.8668131828308105
1753283133.454027,123,-6.8668131828308105
1753283133.663313,124,-6.8668131828308105
1753283133.879322,125,-6.8668131828308105
1753283134.101798,126,-6.8668131828308105
1753283134.313856,127,-6.8668131828308105
1753283134.52339,128,-6.8668131828308105
1753283134.737954,129,-6.8668131828308105
1753283134.957449,130,-6.8668131828308105
1753283135.18143,131,-6.8668131828308105
1753283135.400272,132,-6.8668131828308105
1753283135.61121,133,-6.8668131828308105
1753283135.82103,134,-6.8668131828308105
1753283136.042325,135,-6.8668131828308105
